state,Year,population,state_year
Selangor,2011,44802.3,Selangor_2011
Selangor,2012,45619.4,Selangor_2012
Selangor,2013,47238.0,Selangor_2013
Selangor,2014,48409.1,Selangor_2014
Selangor,2015,49422.9,Selangor_2015
Selangor,2016,50331.0,Selangor_2016
Selangor,2017,51047.6,Selangor_2017
Selangor,2018,51800.1,Selangor_2018
Selangor,2019,52050.4,Selangor_2019
Selangor,2020,55955.5,Selangor_2020
Selangor,2021,56119.1,Selangor_2021
Selangor,2022,56401.7,Selangor_2022
Selangor,2023,57677.1,Selangor_2023
Selangor,2024,58907.7,Selangor_2024
Terengganu,1970,1675.3,Terengganu_1970
Terengganu,1971,1715.6,Terengganu_1971
Terengganu,1972,1757.8,Terengganu_1972
Terengganu,1973,1804.1000000000001,Terengganu_1973
Terengganu,1974,1848.3,Terengganu_1974
Terengganu,1975,1899.1,Terengganu_1975
Terengganu,1976,1947.5,Terengganu_1976
Terengganu,1977,2003.6,Terengganu_1977
Terengganu,1978,2054.0,Terengganu_1978
Terengganu,1979,2108.2,Terengganu_1979
Terengganu,1980,4333.7,Terengganu_1980
Terengganu,1981,4485.3,Terengganu_1981
Terengganu,1982,4650.8,Terengganu_1982
Terengganu,1983,4823.5,Terengganu_1983
Terengganu,1984,5005.9,Terengganu_1984
Terengganu,1985,5212.7,Terengganu_1985
Terengganu,1986,5425.8,Terengganu_1986
Terengganu,1987,5634.0,Terengganu_1987
Terengganu,1988,5847.3,Terengganu_1988
Terengganu,1989,6057.1,Terengganu_1989
Terengganu,1990,6276.4,Terengganu_1990
Terengganu,1991,6485.0,Terengganu_1991
Terengganu,1992,6590.3,Terengganu_1992
Terengganu,1993,6691.4,Terengganu_1993
Terengganu,1994,6788.7,Terengganu_1994
Terengganu,1995,6879.4,Terengganu_1995
Terengganu,1996,6965.4,Terengganu_1996
Terengganu,1997,7043.5,Terengganu_1997
Terengganu,1998,7116.3,Terengganu_1998
Terengganu,1999,7172.7,Terengganu_1999
Terengganu,2000,7220.5,Terengganu_2000
Terengganu,2001,7359.5,Terengganu_2001
Terengganu,2002,7491.1,Terengganu_2002
Terengganu,2003,7610.9,Terengganu_2003
Terengganu,2004,7731.9,Terengganu_2004
Terengganu,2005,7850.5,Terengganu_2005
Terengganu,2006,7965.9,Terengganu_2006
Terengganu,2007,8083.0,Terengganu_2007
Terengganu,2008,8200.5,Terengganu_2008
Terengganu,2009,8325.2,Terengganu_2009
Terengganu,2010,8442.4,Terengganu_2010
Terengganu,2011,8631.5,Terengganu_2011
Terengganu,2012,8751.6,Terengganu_2012
Terengganu,2013,8907.3,Terengganu_2013
Terengganu,2014,9124.0,Terengganu_2014
Terengganu,2015,9289.4,Terengganu_2015
Terengganu,2016,9467.4,Terengganu_2016
Terengganu,2017,9664.3,Terengganu_2017
Terengganu,2018,9824.9,Terengganu_2018
Terengganu,2019,9956.9,Terengganu_2019
Terengganu,2020,9194.5,Terengganu_2020
Terengganu,2021,9366.0,Terengganu_2021
Terengganu,2022,9493.2,Terengganu_2022
Terengganu,2023,9680.9,Terengganu_2023
Terengganu,2024,9856.6,Terengganu_2024
